Date,Series,Value
2019-12-30,Total Monitored Articles,383261
2019-12-31,Article Count,5
2019-12-31,Total Monitored Articles,361032
2020-01-01,Article Count,0
2020-01-01,Total Monitored Articles,262970
2020-01-02,Article Count,0
2020-01-02,Total Monitored Articles,389269
2020-01-03,Article Count,2
2020-01-03,Total Monitored Articles,415807
2020-01-04,Article Count,2
2020-01-04,Total Monitored Articles,289977
2020-01-05,Article Count,1
2020-01-05,Total Monitored Articles,271749
2020-01-06,Article Count,5
2020-01-06,Total Monitored Articles,431339
2020-01-07,Article Count,2
2020-01-07,Total Monitored Articles,474951
2020-01-08,Article Count,1
2020-01-08,Total Monitored Articles,492966
2020-01-09,Article Count,1
2020-01-09,Total Monitored Articles,504706
2020-01-10,Article Count,0
2020-01-10,Total Monitored Articles,484072
2020-01-11,Article Count,1
2020-01-11,Total Monitored Articles,311598
2020-01-12,Article Count,10
2020-01-12,Total Monitored Articles,263262
2020-01-13,Article Count,0
2020-01-13,Total Monitored Articles,456148
2020-01-14,Article Count,0
2020-01-14,Total Monitored Articles,488114
2020-01-15,Article Count,0
2020-01-15,Total Monitored Articles,496143
2020-01-16,Article Count,1
2020-01-16,Total Monitored Articles,501155
2020-01-17,Article Count,2
2020-01-17,Total Monitored Articles,471810
2020-01-18,Article Count,0
2020-01-18,Total Monitored Articles,292937
2020-01-19,Article Count,2
2020-01-19,Total Monitored Articles,271248
2020-01-20,Article Count,1
2020-01-20,Total Monitored Articles,434444
2020-01-21,Article Count,0
2020-01-21,Total Monitored Articles,480181
2020-01-22,Article Count,42
2020-01-22,Total Monitored Articles,497108
2020-01-23,Article Count,0
2020-01-23,Total Monitored Articles,483015
2020-01-24,Article Count,1
2020-01-24,Total Monitored Articles,443329
2020-01-25,Article Count,0
2020-01-25,Total Monitored Articles,292319
2020-01-26,Article Count,0
2020-01-26,Total Monitored Articles,261248
2020-01-27,Article Count,1
2020-01-27,Total Monitored Articles,430001
2020-01-28,Article Count,0
2020-01-28,Total Monitored Articles,455152
2020-01-29,Article Count,10
2020-01-29,Total Monitored Articles,456667
2020-01-30,Article Count,0
2020-01-30,Total Monitored Articles,481598
2020-01-31,Article Count,0
2020-01-31,Total Monitored Articles,459885
2020-02-01,Article Count,0
2020-02-01,Total Monitored Articles,289147
2020-02-02,Article Count,0
2020-02-02,Total Monitored Articles,273834
2020-02-03,Article Count,0
2020-02-03,Total Monitored Articles,447476
2020-02-04,Article Count,1
2020-02-04,Total Monitored Articles,499684
2020-02-05,Article Count,0
2020-02-05,Total Monitored Articles,511196
2020-02-06,Article Count,1
2020-02-06,Total Monitored Articles,491612
2020-02-07,Article Count,0
2020-02-07,Total Monitored Articles,474142
2020-02-08,Article Count,2
2020-02-08,Total Monitored Articles,298624
2020-02-09,Article Count,0
2020-02-09,Total Monitored Articles,271405
2020-02-10,Article Count,1
2020-02-10,Total Monitored Articles,465754
2020-02-11,Article Count,0
2020-02-11,Total Monitored Articles,495183
2020-02-12,Article Count,0
2020-02-12,Total Monitored Articles,511160
2020-02-13,Article Count,0
2020-02-13,Total Monitored Articles,507117
2020-02-14,Article Count,3
2020-02-14,Total Monitored Articles,472746
2020-02-15,Article Count,0
2020-02-15,Total Monitored Articles,295457
2020-02-16,Article Count,0
2020-02-16,Total Monitored Articles,261090
2020-02-17,Article Count,24
2020-02-17,Total Monitored Articles,417604
2020-02-18,Article Count,0
2020-02-18,Total Monitored Articles,470059
2020-02-19,Article Count,0
2020-02-19,Total Monitored Articles,497697
2020-02-20,Article Count,0
2020-02-20,Total Monitored Articles,502783
2020-02-21,Article Count,0
2020-02-21,Total Monitored Articles,473278
2020-02-22,Article Count,0
2020-02-22,Total Monitored Articles,295604
2020-02-23,Article Count,0
2020-02-23,Total Monitored Articles,268100
2020-02-24,Article Count,1
2020-02-24,Total Monitored Articles,441285
2020-02-25,Article Count,0
2020-02-25,Total Monitored Articles,490807
2020-02-26,Article Count,1
2020-02-26,Total Monitored Articles,501963
2020-02-27,Article Count,0
2020-02-27,Total Monitored Articles,503140
2020-02-28,Article Count,4
2020-02-28,Total Monitored Articles,474977
2020-02-29,Article Count,2
2020-02-29,Total Monitored Articles,298676
2020-03-01,Article Count,0
2020-03-01,Total Monitored Articles,270517
2020-03-02,Article Count,0
2020-03-02,Total Monitored Articles,458450
2020-03-03,Article Count,0
2020-03-03,Total Monitored Articles,495271
2020-03-04,Article Count,1
2020-03-04,Total Monitored Articles,511285
2020-03-05,Article Count,2
2020-03-05,Total Monitored Articles,506407
2020-03-06,Article Count,0
2020-03-06,Total Monitored Articles,478147
2020-03-07,Article Count,1
2020-03-07,Total Monitored Articles,300639
2020-03-08,Article Count,0
2020-03-08,Total Monitored Articles,276178
2020-03-09,Article Count,1
2020-03-09,Total Monitored Articles,452224
2020-03-10,Article Count,2
2020-03-10,Total Monitored Articles,491836
2020-03-11,Article Count,2
2020-03-11,Total Monitored Articles,512593
2020-03-12,Article Count,1
2020-03-12,Total Monitored Articles,538498
2020-03-13,Article Count,18
2020-03-13,Total Monitored Articles,502203
2020-03-14,Article Count,3
2020-03-14,Total Monitored Articles,314890
2020-03-15,Article Count,0
2020-03-15,Total Monitored Articles,303076
2020-03-16,Article Count,1
2020-03-16,Total Monitored Articles,494418
2020-03-17,Article Count,0
2020-03-17,Total Monitored Articles,528913
2020-03-18,Article Count,0
2020-03-18,Total Monitored Articles,542500
2020-03-19,Article Count,0
2020-03-19,Total Monitored Articles,535707
2020-03-20,Article Count,0
2020-03-20,Total Monitored Articles,518601
2020-03-21,Article Count,0
2020-03-21,Total Monitored Articles,329009
2020-03-22,Article Count,0
2020-03-22,Total Monitored Articles,302307
2020-03-23,Article Count,1
2020-03-23,Total Monitored Articles,496911
2020-03-24,Article Count,1
2020-03-24,Total Monitored Articles,528786
2020-03-25,Article Count,1
2020-03-25,Total Monitored Articles,527870
2020-03-26,Article Count,0
2020-03-26,Total Monitored Articles,533637
2020-03-27,Article Count,0
2020-03-27,Total Monitored Articles,511780
2020-03-28,Article Count,0
2020-03-28,Total Monitored Articles,318590
2020-03-29,Article Count,0
2020-03-29,Total Monitored Articles,294367
2020-03-30,Article Count,0
2020-03-30,Total Monitored Articles,494278
2020-03-31,Article Count,0
2020-03-31,Total Monitored Articles,536528
2020-04-01,Article Count,2
2020-04-01,Total Monitored Articles,526181
2020-04-02,Article Count,2
2020-04-02,Total Monitored Articles,526650
2020-04-03,Article Count,0
2020-04-03,Total Monitored Articles,489506
2020-04-04,Article Count,1
2020-04-04,Total Monitored Articles,314741
2020-04-05,Article Count,0
2020-04-05,Total Monitored Articles,278845
2020-04-06,Article Count,1
2020-04-06,Total Monitored Articles,466453
2020-04-07,Article Count,0
2020-04-07,Total Monitored Articles,502840
2020-04-08,Article Count,0
2020-04-08,Total Monitored Articles,505760
2020-04-09,Article Count,0
2020-04-09,Total Monitored Articles,491531
2020-04-10,Article Count,0
2020-04-10,Total Monitored Articles,429373
2020-04-11,Article Count,1
2020-04-11,Total Monitored Articles,296128
2020-04-12,Article Count,0
2020-04-12,Total Monitored Articles,265057
2020-04-13,Article Count,0
2020-04-13,Total Monitored Articles,406443
2020-04-14,Article Count,0
2020-04-14,Total Monitored Articles,489924
2020-04-15,Article Count,0
2020-04-15,Total Monitored Articles,501959
2020-04-16,Article Count,0
2020-04-16,Total Monitored Articles,509304
2020-04-17,Article Count,0
2020-04-17,Total Monitored Articles,480693
2020-04-18,Article Count,1
2020-04-18,Total Monitored Articles,304292
2020-04-19,Article Count,0
2020-04-19,Total Monitored Articles,275929
2020-04-20,Article Count,33
2020-04-20,Total Monitored Articles,449779
2020-04-21,Article Count,6
2020-04-21,Total Monitored Articles,493907
2020-04-22,Article Count,1
2020-04-22,Total Monitored Articles,508327
2020-04-23,Article Count,0
2020-04-23,Total Monitored Articles,511941
2020-04-24,Article Count,0
2020-04-24,Total Monitored Articles,485132
2020-04-25,Article Count,1
2020-04-25,Total Monitored Articles,302795
2020-04-26,Article Count,1
2020-04-26,Total Monitored Articles,280277
2020-04-27,Article Count,0
2020-04-27,Total Monitored Articles,458976
2020-04-28,Article Count,0
2020-04-28,Total Monitored Articles,498612
2020-04-29,Article Count,0
2020-04-29,Total Monitored Articles,501705
2020-04-30,Article Count,0
2020-04-30,Total Monitored Articles,505330
2020-05-01,Article Count,7
2020-05-01,Total Monitored Articles,400582
2020-05-02,Article Count,0
2020-05-02,Total Monitored Articles,290042
2020-05-03,Article Count,1
2020-05-03,Total Monitored Articles,268470
2020-05-04,Article Count,0
2020-05-04,Total Monitored Articles,433281
2020-05-05,Article Count,1
2020-05-05,Total Monitored Articles,478705
2020-05-06,Article Count,0
2020-05-06,Total Monitored Articles,497321
2020-05-07,Article Count,0
2020-05-07,Total Monitored Articles,497932
2020-05-08,Article Count,3
2020-05-08,Total Monitored Articles,477019
2020-05-09,Article Count,0
2020-05-09,Total Monitored Articles,310997
2020-05-10,Article Count,0
2020-05-10,Total Monitored Articles,270463
2020-05-11,Article Count,0
2020-05-11,Total Monitored Articles,441496
2020-05-12,Article Count,1
2020-05-12,Total Monitored Articles,490850
2020-05-13,Article Count,2
2020-05-13,Total Monitored Articles,497828
2020-05-14,Article Count,0
2020-05-14,Total Monitored Articles,494390
2020-05-15,Article Count,15
2020-05-15,Total Monitored Articles,461984
2020-05-16,Article Count,2
2020-05-16,Total Monitored Articles,300044
2020-05-17,Article Count,2
2020-05-17,Total Monitored Articles,265906
2020-05-18,Article Count,2
2020-05-18,Total Monitored Articles,435546
2020-05-19,Article Count,1
2020-05-19,Total Monitored Articles,487475
2020-05-20,Article Count,0
2020-05-20,Total Monitored Articles,497600
2020-05-21,Article Count,0
2020-05-21,Total Monitored Articles,461285
2020-05-22,Article Count,2
2020-05-22,Total Monitored Articles,444681
2020-05-23,Article Count,0
2020-05-23,Total Monitored Articles,282782
2020-05-24,Article Count,0
2020-05-24,Total Monitored Articles,251831
2020-05-25,Article Count,45
2020-05-25,Total Monitored Articles,373645
2020-05-26,Article Count,14
2020-05-26,Total Monitored Articles,449894
2020-05-27,Article Count,27
2020-05-27,Total Monitored Articles,486726
2020-05-28,Article Count,2
2020-05-28,Total Monitored Articles,501271
2020-05-29,Article Count,6
2020-05-29,Total Monitored Articles,474432
2020-05-30,Article Count,6
2020-05-30,Total Monitored Articles,299101
2020-05-31,Article Count,5
2020-05-31,Total Monitored Articles,270905
2020-06-01,Article Count,5
2020-06-01,Total Monitored Articles,433839
2020-06-02,Article Count,1
2020-06-02,Total Monitored Articles,471823
2020-06-03,Article Count,1
2020-06-03,Total Monitored Articles,486796
2020-06-04,Article Count,0
2020-06-04,Total Monitored Articles,479129
2020-06-05,Article Count,0
2020-06-05,Total Monitored Articles,464145
2020-06-06,Article Count,0
2020-06-06,Total Monitored Articles,291667
2020-06-07,Article Count,0
2020-06-07,Total Monitored Articles,264279
2020-06-08,Article Count,0
2020-06-08,Total Monitored Articles,436728
2020-06-09,Article Count,0
2020-06-09,Total Monitored Articles,479708
2020-06-10,Article Count,21
2020-06-10,Total Monitored Articles,486910
2020-06-11,Article Count,2
2020-06-11,Total Monitored Articles,468401
2020-06-12,Article Count,0
2020-06-12,Total Monitored Articles,452304
2020-06-13,Article Count,0
2020-06-13,Total Monitored Articles,289242
2020-06-14,Article Count,0
2020-06-14,Total Monitored Articles,266262
2020-06-15,Article Count,32
2020-06-15,Total Monitored Articles,449543
2020-06-16,Article Count,1
2020-06-16,Total Monitored Articles,487519
2020-06-17,Article Count,3
2020-06-17,Total Monitored Articles,495416
2020-06-18,Article Count,0
2020-06-18,Total Monitored Articles,487914
2020-06-19,Article Count,0
2020-06-19,Total Monitored Articles,463897
2020-06-20,Article Count,0
2020-06-20,Total Monitored Articles,297573
2020-06-21,Article Count,1
2020-06-21,Total Monitored Articles,263932
2020-06-22,Article Count,0
2020-06-22,Total Monitored Articles,441632
2020-06-23,Article Count,10
2020-06-23,Total Monitored Articles,482729
2020-06-24,Article Count,0
2020-06-24,Total Monitored Articles,479839
2020-06-25,Article Count,0
2020-06-25,Total Monitored Articles,469812
2020-06-26,Article Count,0
2020-06-26,Total Monitored Articles,438483
2020-06-27,Article Count,0
2020-06-27,Total Monitored Articles,282680
2020-06-28,Article Count,0
2020-06-28,Total Monitored Articles,273022
2020-06-29,Article Count,0
2020-06-29,Total Monitored Articles,435214
2020-06-30,Article Count,0
2020-06-30,Total Monitored Articles,484577
2020-07-01,Article Count,0
2020-07-01,Total Monitored Articles,483273
2020-07-02,Article Count,1
2020-07-02,Total Monitored Articles,461931
2020-07-03,Article Count,3
2020-07-03,Total Monitored Articles,422390
2020-07-04,Article Count,3
2020-07-04,Total Monitored Articles,274545
2020-07-05,Article Count,0
2020-07-05,Total Monitored Articles,256706
2020-07-06,Article Count,0
2020-07-06,Total Monitored Articles,424766
2020-07-07,Article Count,0
2020-07-07,Total Monitored Articles,471886
2020-07-08,Article Count,0
2020-07-08,Total Monitored Articles,481871
2020-07-09,Article Count,1
2020-07-09,Total Monitored Articles,476175
2020-07-10,Article Count,1
2020-07-10,Total Monitored Articles,445608
2020-07-11,Article Count,1
2020-07-11,Total Monitored Articles,280746
2020-07-12,Article Count,0
2020-07-12,Total Monitored Articles,258307
2020-07-13,Article Count,1
2020-07-13,Total Monitored Articles,431002
2020-07-14,Article Count,0
2020-07-14,Total Monitored Articles,465925
2020-07-15,Article Count,0
2020-07-15,Total Monitored Articles,483461
2020-07-16,Article Count,3
2020-07-16,Total Monitored Articles,473482
2020-07-17,Article Count,0
2020-07-17,Total Monitored Articles,442260
2020-07-18,Article Count,1
2020-07-18,Total Monitored Articles,281635
2020-07-19,Article Count,0
2020-07-19,Total Monitored Articles,254798
2020-07-20,Article Count,0
2020-07-20,Total Monitored Articles,426520
2020-07-21,Article Count,0
2020-07-21,Total Monitored Articles,458273
2020-07-22,Article Count,0
2020-07-22,Total Monitored Articles,468056
2020-07-23,Article Count,2
2020-07-23,Total Monitored Articles,458666
2020-07-24,Article Count,0
2020-07-24,Total Monitored Articles,433123
2020-07-25,Article Count,0
2020-07-25,Total Monitored Articles,273661
2020-07-26,Article Count,0
2020-07-26,Total Monitored Articles,254449
2020-07-27,Article Count,0
2020-07-27,Total Monitored Articles,421989
2020-07-28,Article Count,1
2020-07-28,Total Monitored Articles,454275
2020-07-29,Article Count,0
2020-07-29,Total Monitored Articles,456878
2020-07-30,Article Count,1
2020-07-30,Total Monitored Articles,461352
2020-07-31,Article Count,0
2020-07-31,Total Monitored Articles,427294
2020-08-01,Article Count,0
2020-08-01,Total Monitored Articles,273130
2020-08-02,Article Count,0
2020-08-02,Total Monitored Articles,245217
2020-08-03,Article Count,0
2020-08-03,Total Monitored Articles,405490
2020-08-04,Article Count,0
2020-08-04,Total Monitored Articles,441535
2020-08-05,Article Count,0
2020-08-05,Total Monitored Articles,446742
2020-08-06,Article Count,0
2020-08-06,Total Monitored Articles,454036
2020-08-07,Article Count,1
2020-08-07,Total Monitored Articles,433829
2020-08-08,Article Count,0
2020-08-08,Total Monitored Articles,275032
2020-08-09,Article Count,0
2020-08-09,Total Monitored Articles,253836
2020-08-10,Article Count,0
2020-08-10,Total Monitored Articles,415995
2020-08-11,Article Count,4
2020-08-11,Total Monitored Articles,446609
2020-08-12,Article Count,1
2020-08-12,Total Monitored Articles,447774
2020-08-13,Article Count,1
2020-08-13,Total Monitored Articles,452575
2020-08-14,Article Count,1
2020-08-14,Total Monitored Articles,420848
2020-08-15,Article Count,1
2020-08-15,Total Monitored Articles,268982
2020-08-16,Article Count,2
2020-08-16,Total Monitored Articles,251144
2020-08-17,Article Count,2
2020-08-17,Total Monitored Articles,410906
