year,stateTerritory,ibraRegion,forest2018Status,forest2013Status,capadStatus,speciesName,occurrenceCount
2018,New South Wales,Australian Alps,forest,non-forest,PA,Felis catus,1
2018,New South Wales,Australian Alps,non-forest,forest,PA,Felis catus,7
2018,New South Wales,Brigalow Belt South,forest,forest,PA,Felis catus,126
2018,New South Wales,Brigalow Belt South,forest,forest,not protected,Felis catus,23
2018,New South Wales,Brigalow Belt South,forest,non-forest,not protected,Felis catus,11
2018,New South Wales,Brigalow Belt South,non-forest,forest,not protected,Felis catus,2
2018,New South Wales,Broken Hill Complex,non-forest,forest,not protected,Felis catus,1
2018,New South Wales,Cobar Peneplain,non-forest,non-forest,not protected,Felis catus,1
2018,New South Wales,Darling Riverine Plains,non-forest,non-forest,not protected,Felis catus,1
2018,New South Wales,Murray Darling Depression,forest,forest,PA,Felis catus,85
2018,New South Wales,Murray Darling Depression,forest,non-forest,PA,Felis catus,15
2018,New South Wales,Murray Darling Depression,non-forest,forest,PA,Felis catus,40
2018,New South Wales,Murray Darling Depression,non-forest,non-forest,PA,Felis catus,41
2018,New South Wales,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,4
2018,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,14
2018,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,30
2018,New South Wales,NSW North Coast,forest,non-forest,not protected,Felis catus,4
2018,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,14
2018,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,15
2018,New South Wales,NSW South Western Slopes,forest,forest,not protected,Felis catus,2
2018,New South Wales,NSW South Western Slopes,forest,non-forest,not protected,Felis catus,3
2018,New South Wales,NSW South Western Slopes,non-forest,forest,not protected,Felis catus,2
2018,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,6
2018,New South Wales,Nandewar,forest,forest,PA,Felis catus,2
2018,New South Wales,Nandewar,non-forest,non-forest,not protected,Felis catus,4
2018,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,3
2018,New South Wales,New England Tablelands,forest,forest,not protected,Felis catus,2
2018,New South Wales,New England Tablelands,forest,non-forest,not protected,Felis catus,1
2018,New South Wales,New England Tablelands,non-forest,forest,not protected,Felis catus,1
2018,New South Wales,New England Tablelands,non-forest,non-forest,not protected,Felis catus,1
2018,New South Wales,Riverina,non-forest,non-forest,not protected,Felis catus,2
2018,New South Wales,Simpson Strzelecki Dunefields,non-forest,non-forest,PA,Felis catus,1
2018,New South Wales,South East Corner,forest,forest,PA,Felis catus,9
2018,New South Wales,South East Corner,forest,forest,not protected,Felis catus,12
2018,New South Wales,South East Corner,forest,non-forest,not protected,Felis catus,2
2018,New South Wales,South East Corner,non-forest,non-forest,not protected,Felis catus,2
2018,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,9
2018,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,7
2018,New South Wales,South Eastern Highlands,forest,non-forest,not protected,Felis catus,3
2018,New South Wales,South Eastern Highlands,non-forest,forest,not protected,Felis catus,3
2018,New South Wales,South Eastern Highlands,non-forest,non-forest,PA,Felis catus,2
2018,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,7
2018,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,39
2018,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,7
2018,New South Wales,South Eastern Queensland,non-forest,forest,not protected,Felis catus,4
2018,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,9
2018,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,34
2018,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,31
2018,New South Wales,Sydney Basin,forest,non-forest,PA,Felis catus,9
2018,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,17
2018,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,24
2018,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,109
2018,Northern Territory,Darwin Coastal,forest,forest,PA,Felis catus,20
2018,Northern Territory,Darwin Coastal,forest,forest,not protected,Felis catus,124
2018,Northern Territory,Darwin Coastal,forest,non-forest,PA,Felis catus,14
2018,Northern Territory,Darwin Coastal,forest,non-forest,not protected,Felis catus,3
2018,Northern Territory,Darwin Coastal,non-forest,forest,PA,Felis catus,7
2018,Northern Territory,Darwin Coastal,non-forest,forest,not protected,Felis catus,4
2018,Northern Territory,Darwin Coastal,non-forest,non-forest,PA,Felis catus,2
2018,Northern Territory,Darwin Coastal,non-forest,non-forest,not protected,Felis catus,5
2018,Northern Territory,Gulf Fall and Uplands,forest,forest,IPA,Felis catus,1
2018,Northern Territory,Gulf Fall and Uplands,forest,non-forest,IPA,Felis catus,1
2018,Northern Territory,Pine Creek,forest,forest,PA,Felis catus,3
2018,Northern Territory,Pine Creek,forest,non-forest,PA,Felis catus,2
2018,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,2
2018,Queensland,Brigalow Belt North,forest,non-forest,not protected,Felis catus,1
2018,Queensland,Brigalow Belt North,non-forest,forest,not protected,Felis catus,1
2018,Queensland,Brigalow Belt North,non-forest,non-forest,not protected,Felis catus,1
2018,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,1
2018,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,1
2018,Queensland,Cape York Peninsula,forest,forest,PA,Felis catus,3
2018,Queensland,Channel Country,non-forest,non-forest,PA,Felis catus,17
2018,Queensland,Channel Country,non-forest,non-forest,not protected,Felis catus,1
2018,Queensland,Einasleigh Uplands,non-forest,non-forest,not protected,Felis catus,2
2018,Queensland,Mitchell Grass Downs,non-forest,non-forest,not protected,Felis catus,1
2018,Queensland,Mulga Lands,non-forest,non-forest,PA,Felis catus,3
2018,Queensland,Nandewar,forest,forest,not protected,Felis catus,1
2018,Queensland,Simpson Strzelecki Dunefields,non-forest,non-forest,PA,Felis catus,1
2018,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,2
2018,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,1
2018,Queensland,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
2018,Queensland,South Eastern Queensland,non-forest,forest,PA,Felis catus,1
2018,Queensland,South Eastern Queensland,non-forest,forest,not protected,Felis catus,1
2018,Queensland,Wet Tropics,non-forest,non-forest,not protected,Felis catus,1
2018,South Australia,Channel Country,forest,non-forest,PA,Felis catus,2
2018,South Australia,Channel Country,forest,non-forest,not protected,Felis catus,3
2018,South Australia,Channel Country,non-forest,non-forest,PA,Felis catus,21
2018,South Australia,Channel Country,non-forest,non-forest,not protected,Felis catus,10
2018,South Australia,Flinders Lofty Block,forest,non-forest,PA,Felis catus,2
2018,South Australia,Flinders Lofty Block,non-forest,forest,PA,Felis catus,1
2018,South Australia,Flinders Lofty Block,non-forest,non-forest,PA,Felis catus,29
2018,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,5
2018,South Australia,Gawler,forest,non-forest,PA,Felis catus,2
2018,South Australia,Gawler,non-forest,forest,PA,Felis catus,1
2018,South Australia,Gawler,non-forest,non-forest,not protected,Felis catus,2
2018,South Australia,Kanmantoo,forest,non-forest,PA,Felis catus,9
2018,South Australia,Kanmantoo,forest,non-forest,not protected,Felis catus,5
2018,South Australia,Kanmantoo,non-forest,forest,PA,Felis catus,4
2018,South Australia,Naracoorte Coastal Plain,forest,forest,PA,Felis catus,1
2018,South Australia,Stony Plains,non-forest,non-forest,PA,Felis catus,2
2018,Tasmania,Tasmanian South East,forest,forest,not protected,Felis catus,1
2018,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,1
2018,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
2018,Victoria,Southern Volcanic Plain,non-forest,non-forest,PA,Felis catus,1
2018,Western Australia,Jarrah Forest,non-forest,non-forest,not protected,Felis catus,1
2018,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,2
2018,Queensland,Brigalow Belt South,non-forest,forest,not protected,Felis catus,3
2018,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,1
2018,Queensland,New England Tablelands,forest,forest,PA,Felis catus,2
2018,Queensland,New England Tablelands,non-forest,forest,PA,Felis catus,2
2018,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,10
2018,Queensland,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
2018,Queensland,Wet Tropics,forest,forest,PA,Felis catus,3
2018,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,2
2018,Victoria,Naracoorte Coastal Plain,forest,forest,PA,Felis catus,16
2018,Victoria,Naracoorte Coastal Plain,forest,forest,not protected,Felis catus,6
2018,Victoria,Riverina,non-forest,forest,not protected,Felis catus,1
2018,Victoria,Riverina,non-forest,non-forest,not protected,Felis catus,1
2018,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,18
2018,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,5
2018,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,7
2018,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,6
2018,Victoria,South East Coastal Plain,non-forest,forest,PA,Felis catus,3
2018,Victoria,South East Coastal Plain,non-forest,forest,not protected,Felis catus,1
2018,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,7
2018,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,8
2018,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,2
2018,Victoria,Southern Volcanic Plain,forest,forest,PA,Felis catus,1
2018,Victoria,Southern Volcanic Plain,forest,forest,not protected,Felis catus,7
2018,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,2
2018,Victoria,Victorian Midlands,forest,non-forest,not protected,Felis catus,2
2018,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,1
2018,Northern Territory,Great Sandy Desert,non-forest,non-forest,not protected,Felis catus,3
2018,Victoria,Australian Alps,forest,forest,PA,Felis catus,1
2018,Victoria,Australian Alps,forest,forest,not protected,Felis catus,25
2018,Victoria,Murray Darling Depression,forest,forest,PA,Felis catus,4
2018,Victoria,NSW South Western Slopes,forest,forest,not protected,Felis catus,1
2018,Victoria,NSW South Western Slopes,forest,non-forest,not protected,Felis catus,1
2018,Victoria,Riverina,forest,forest,not protected,Felis catus,1
2018,Victoria,Riverina,non-forest,non-forest,not protected,Felis catus,1
2018,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,28
2018,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,1
2018,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,3
2018,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,1
2018,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
2018,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,8
2018,Victoria,South East Corner,forest,forest,not protected,Felis catus,68
2018,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,60
2018,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,68
2018,Victoria,South Eastern Highlands,forest,non-forest,PA,Felis catus,5
2018,Victoria,South Eastern Highlands,forest,non-forest,not protected,Felis catus,5
2018,Victoria,South Eastern Highlands,non-forest,forest,PA,Felis catus,1
2018,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,3
2018,Victoria,Southern Volcanic Plain,forest,forest,not protected,Felis catus,1
2018,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,13
2018,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,2
2018,Victoria,Victorian Midlands,forest,non-forest,not protected,Felis catus,1
2018,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,5
2018,New South Wales,Murray Darling Depression,non-forest,non-forest,PA,Felis catus,15
2018,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,4
2018,Western Australia,Jarrah Forest,forest,forest,PA,Felis catus,26
2018,Western Australia,Jarrah Forest,non-forest,non-forest,not protected,Felis catus,25
2019,Australian Capital Territory,South Eastern Highlands,forest,forest,PA,Felis catus,1
2019,Australian Capital Territory,South Eastern Highlands,forest,non-forest,PA,Felis catus,1
2019,Australian Capital Territory,South Eastern Highlands,non-forest,non-forest,PA,Felis catus,1
2019,Australian Capital Territory,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
2019,New South Wales,Australian Alps,forest,forest,PA,Felis catus,21
2019,New South Wales,Australian Alps,forest,non-forest,PA,Felis catus,1
2019,New South Wales,Australian Alps,non-forest,forest,PA,Felis catus,2
2019,New South Wales,Brigalow Belt South,forest,forest,PA,Felis catus,285
2019,New South Wales,Brigalow Belt South,forest,forest,not protected,Felis catus,6
2019,New South Wales,Brigalow Belt South,forest,non-forest,PA,Felis catus,1
2019,New South Wales,Brigalow Belt South,forest,non-forest,not protected,Felis catus,5
2019,New South Wales,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,3
2019,New South Wales,Cobar Peneplain,forest,forest,PA,Felis catus,2
2019,New South Wales,Cobar Peneplain,non-forest,non-forest,PA,Felis catus,1
2019,New South Wales,Darling Riverine Plains,non-forest,non-forest,not protected,Felis catus,3
2019,New South Wales,Murray Darling Depression,forest,forest,PA,Felis catus,12
2019,New South Wales,Murray Darling Depression,forest,forest,not protected,Felis catus,1
2019,New South Wales,Murray Darling Depression,forest,non-forest,PA,Felis catus,5
2019,New South Wales,Murray Darling Depression,non-forest,forest,PA,Felis catus,6
2019,New South Wales,Murray Darling Depression,non-forest,non-forest,PA,Felis catus,2
2019,New South Wales,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,2
2019,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,22
2019,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,8
2019,New South Wales,NSW North Coast,forest,non-forest,PA,Felis catus,1
2019,New South Wales,NSW North Coast,forest,non-forest,not protected,Felis catus,1
2019,New South Wales,NSW North Coast,non-forest,forest,PA,Felis catus,1
2019,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,7
2019,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,2
2019,New South Wales,NSW South Western Slopes,forest,forest,not protected,Felis catus,2
2019,New South Wales,NSW South Western Slopes,non-forest,forest,not protected,Felis catus,1
2019,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,4
2019,New South Wales,Nandewar,forest,forest,PA,Felis catus,2
2019,New South Wales,Nandewar,forest,forest,not protected,Felis catus,2
2019,New South Wales,Nandewar,non-forest,non-forest,not protected,Felis catus,1
2019,New South Wales,New England Tablelands,forest,forest,IPA,Felis catus,1
2019,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,8
2019,New South Wales,New England Tablelands,forest,forest,not protected,Felis catus,2
2019,New South Wales,New England Tablelands,non-forest,forest,not protected,Felis catus,1
2019,New South Wales,Riverina,non-forest,non-forest,not protected,Felis catus,2
2019,New South Wales,South East Corner,forest,forest,PA,Felis catus,19
2019,New South Wales,South East Corner,forest,forest,not protected,Felis catus,14
2019,New South Wales,South East Corner,forest,non-forest,PA,Felis catus,1
2019,New South Wales,South East Corner,forest,non-forest,not protected,Felis catus,1
2019,New South Wales,South East Corner,non-forest,forest,not protected,Felis catus,3
2019,New South Wales,South East Corner,non-forest,non-forest,not protected,Felis catus,6
2019,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,27
2019,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,9
2019,New South Wales,South Eastern Highlands,forest,non-forest,not protected,Felis catus,3
2019,New South Wales,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
2019,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,4
2019,New South Wales,South Eastern Queensland,forest,forest,PA,Felis catus,2
2019,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,1
2019,New South Wales,South Eastern Queensland,forest,non-forest,not protected,Felis catus,2
2019,New South Wales,South Eastern Queensland,non-forest,forest,not protected,Felis catus,2
2019,New South Wales,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
2019,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,25
2019,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,16
2019,New South Wales,Sydney Basin,forest,non-forest,not protected,Felis catus,8
2019,New South Wales,Sydney Basin,non-forest,forest,PA,Felis catus,2
2019,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,12
2019,New South Wales,Sydney Basin,non-forest,non-forest,PA,Felis catus,1
2019,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,65
2019,Northern Territory,Arnhem Plateau,forest,forest,PA,Felis catus,8
2019,Northern Territory,Arnhem Plateau,forest,non-forest,PA,Felis catus,17
2019,Northern Territory,Arnhem Plateau,non-forest,non-forest,PA,Felis catus,7
2019,Northern Territory,Darwin Coastal,forest,forest,PA,Felis catus,24
2019,Northern Territory,Darwin Coastal,forest,forest,not protected,Felis catus,40
2019,Northern Territory,Darwin Coastal,forest,non-forest,PA,Felis catus,9
2019,Northern Territory,Darwin Coastal,forest,non-forest,not protected,Felis catus,10
2019,Northern Territory,Darwin Coastal,non-forest,forest,PA,Felis catus,4
2019,Northern Territory,Darwin Coastal,non-forest,non-forest,PA,Felis catus,5
2019,Northern Territory,Darwin Coastal,non-forest,non-forest,not protected,Felis catus,3
2019,Northern Territory,Pine Creek,forest,forest,PA,Felis catus,7
2019,Northern Territory,Pine Creek,forest,non-forest,PA,Felis catus,4
2019,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,2
2019,Queensland,Brigalow Belt North,non-forest,non-forest,not protected,Felis catus,1
2019,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,1
2019,Queensland,Brigalow Belt South,forest,forest,not protected,Felis catus,1
2019,Queensland,Brigalow Belt South,non-forest,forest,not protected,Felis catus,1
2019,Queensland,Cape York Peninsula,forest,forest,PA,Felis catus,1
2019,Queensland,Cape York Peninsula,forest,forest,not protected,Felis catus,1
2019,Queensland,Cape York Peninsula,forest,non-forest,PA,Felis catus,1
2019,Queensland,Channel Country,non-forest,non-forest,PA,Felis catus,9
2019,Queensland,Channel Country,non-forest,non-forest,not protected,Felis catus,4
2019,Queensland,Darling Riverine Plains,non-forest,forest,not protected,Felis catus,1
2019,Queensland,Gulf Plains,forest,forest,PA,Felis catus,1
2019,Queensland,Mitchell Grass Downs,non-forest,non-forest,PA,Felis catus,1
2019,Queensland,Mitchell Grass Downs,non-forest,non-forest,not protected,Felis catus,1
2019,Queensland,South Eastern Queensland,forest,non-forest,not protected,Felis catus,1
2019,South Australia,Broken Hill Complex,non-forest,forest,PA,Felis catus,2
2019,South Australia,Broken Hill Complex,non-forest,non-forest,PA,Felis catus,17
2019,South Australia,Broken Hill Complex,non-forest,non-forest,not protected,Felis catus,20
2019,South Australia,Channel Country,forest,non-forest,PA,Felis catus,3
2019,South Australia,Channel Country,non-forest,non-forest,PA,Felis catus,47
2019,South Australia,Channel Country,non-forest,non-forest,not protected,Felis catus,7
2019,South Australia,Eyre Yorke Block,forest,forest,PA,Felis catus,4
2019,South Australia,Eyre Yorke Block,forest,forest,not protected,Felis catus,1
2019,South Australia,Eyre Yorke Block,non-forest,non-forest,not protected,Felis catus,1
2019,South Australia,Flinders Lofty Block,forest,forest,PA,Felis catus,17
2019,South Australia,Flinders Lofty Block,forest,forest,not protected,Felis catus,2
2019,South Australia,Flinders Lofty Block,forest,non-forest,PA,Felis catus,11
2019,South Australia,Flinders Lofty Block,forest,non-forest,not protected,Felis catus,4
2019,South Australia,Flinders Lofty Block,non-forest,forest,PA,Felis catus,10
2019,South Australia,Flinders Lofty Block,non-forest,non-forest,PA,Felis catus,85
2019,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,11
2019,South Australia,Gawler,forest,forest,PA,Felis catus,2
2019,South Australia,Gawler,forest,forest,not protected,Felis catus,5
2019,South Australia,Gawler,forest,non-forest,not protected,Felis catus,1
2019,South Australia,Gawler,non-forest,non-forest,PA,Felis catus,1
2019,South Australia,Gawler,non-forest,non-forest,not protected,Felis catus,3
2019,South Australia,Great Victoria Desert,non-forest,non-forest,PA,Felis catus,1
2019,South Australia,Kanmantoo,forest,forest,PA,Felis catus,13
2019,South Australia,Kanmantoo,forest,forest,not protected,Felis catus,6
2019,South Australia,Kanmantoo,forest,non-forest,PA,Felis catus,4
2019,South Australia,Kanmantoo,forest,non-forest,not protected,Felis catus,5
2019,South Australia,Kanmantoo,non-forest,non-forest,PA,Felis catus,7
2019,South Australia,Kanmantoo,non-forest,non-forest,not protected,Felis catus,19
2019,South Australia,Naracoorte Coastal Plain,non-forest,forest,PA,Felis catus,1
2019,South Australia,Simpson Strzelecki Dunefields,non-forest,non-forest,PA,Felis catus,6
2019,South Australia,Simpson Strzelecki Dunefields,non-forest,non-forest,not protected,Felis catus,1
2019,South Australia,Stony Plains,non-forest,non-forest,not protected,Felis catus,3
2019,Tasmania,Tasmanian West,forest,non-forest,not protected,Felis catus,1
2019,Victoria,Australian Alps,forest,forest,not protected,Felis catus,1
2019,Victoria,Australian Alps,non-forest,forest,not protected,Felis catus,1
2019,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
2019,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
2019,Victoria,South Eastern Highlands,forest,non-forest,not protected,Felis catus,2
2019,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
2019,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,1
2019,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
2019,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,1
2019,Western Australia,Avon Wheatbelt,non-forest,non-forest,not protected,Felis catus,1
2019,Western Australia,Carnarvon,non-forest,non-forest,PA,Felis catus,1
2019,Western Australia,Esperance Plains,non-forest,non-forest,not protected,Felis catus,1
2019,Western Australia,Pilbara,non-forest,non-forest,not protected,Felis catus,2
2019,Western Australia,Swan Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
2019,Queensland,Brigalow Belt South,forest,forest,PA,Felis catus,4
2019,Queensland,Brigalow Belt South,non-forest,forest,PA,Felis catus,2
2019,Queensland,Brigalow Belt South,non-forest,forest,not protected,Felis catus,4
2019,Queensland,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,1
2019,South Australia,Flinders Lofty Block,non-forest,non-forest,PA,Felis catus,5
2019,Victoria,Australian Alps,forest,forest,PA,Felis catus,12
2019,Victoria,Australian Alps,forest,forest,not protected,Felis catus,3
2019,Victoria,Australian Alps,non-forest,forest,PA,Felis catus,1
2019,Victoria,Furneaux,non-forest,forest,PA,Felis catus,1
2019,Victoria,Murray Darling Depression,forest,forest,not protected,Felis catus,20
2019,Victoria,Murray Darling Depression,forest,non-forest,PA,Felis catus,1
2019,Victoria,Murray Darling Depression,forest,non-forest,not protected,Felis catus,7
2019,Victoria,Naracoorte Coastal Plain,forest,forest,PA,Felis catus,24
2019,Victoria,Naracoorte Coastal Plain,forest,forest,not protected,Felis catus,6
2019,Victoria,Naracoorte Coastal Plain,non-forest,forest,PA,Felis catus,2
2019,Victoria,Riverina,forest,forest,PA,Felis catus,7
2019,Victoria,Riverina,forest,non-forest,PA,Felis catus,1
2019,Victoria,Riverina,non-forest,forest,PA,Felis catus,19
2019,Victoria,Riverina,non-forest,non-forest,PA,Felis catus,12
2019,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,49
2019,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,5
2019,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,13
2019,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,5
2019,Victoria,South East Coastal Plain,non-forest,forest,PA,Felis catus,5
2019,Victoria,South East Coastal Plain,non-forest,forest,not protected,Felis catus,1
2019,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,7
2019,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,8
2019,Victoria,South East Corner,forest,forest,not protected,Felis catus,1
2019,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,5
2019,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,4
2019,Victoria,Southern Volcanic Plain,forest,forest,PA,Felis catus,3
2019,Victoria,Southern Volcanic Plain,forest,forest,not protected,Felis catus,17
2019,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,1
2019,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
2019,Victoria,Australian Alps,forest,forest,not protected,Felis catus,25
2019,Victoria,Murray Darling Depression,forest,non-forest,not protected,Felis catus,2
2019,Victoria,NSW South Western Slopes,forest,forest,not protected,Felis catus,1
2019,Victoria,NSW South Western Slopes,forest,non-forest,not protected,Felis catus,1
2019,Victoria,Riverina,forest,non-forest,not protected,Felis catus,2
2019,Victoria,Riverina,non-forest,forest,not protected,Felis catus,4
2019,Victoria,Riverina,non-forest,non-forest,not protected,Felis catus,2
2019,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,5
2019,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,1
2019,Victoria,South East Coastal Plain,forest,non-forest,PA,Felis catus,1
2019,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,6
2019,Victoria,South East Coastal Plain,non-forest,forest,not protected,Felis catus,1
2019,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,3
2019,Victoria,South East Corner,forest,forest,not protected,Felis catus,81
2019,Victoria,South East Corner,forest,non-forest,not protected,Felis catus,1
2019,Victoria,South East Corner,non-forest,non-forest,not protected,Felis catus,1
2019,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,3
2019,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,44
2019,Victoria,South Eastern Highlands,forest,non-forest,PA,Felis catus,1
2019,Victoria,South Eastern Highlands,forest,non-forest,not protected,Felis catus,7
2019,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
2019,Victoria,Southern Volcanic Plain,non-forest,non-forest,PA,Felis catus,1
2019,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,3
2019,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,4
2019,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,6
2019,South Australia,Central Ranges,non-forest,non-forest,not protected,Felis catus,1
2020,Australian Capital Territory,South Eastern Highlands,forest,forest,not protected,Felis catus,1
2020,Australian Capital Territory,South Eastern Highlands,forest,non-forest,PA,Felis catus,1
2020,Australian Capital Territory,South Eastern Highlands,non-forest,non-forest,PA,Felis catus,1
2020,Australian Capital Territory,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,3
2020,New South Wales,Australian Alps,forest,forest,PA,Felis catus,38
2020,New South Wales,Australian Alps,forest,non-forest,PA,Felis catus,10
2020,New South Wales,Australian Alps,non-forest,forest,PA,Felis catus,5
2020,New South Wales,Australian Alps,non-forest,non-forest,PA,Felis catus,1
2020,New South Wales,Brigalow Belt South,forest,forest,PA,Felis catus,197
2020,New South Wales,Brigalow Belt South,forest,forest,not protected,Felis catus,21
2020,New South Wales,Brigalow Belt South,forest,non-forest,not protected,Felis catus,5
2020,New South Wales,Brigalow Belt South,non-forest,forest,not protected,Felis catus,2
2020,New South Wales,Brigalow Belt South,non-forest,non-forest,not protected,Felis catus,2
2020,New South Wales,Broken Hill Complex,non-forest,non-forest,not protected,Felis catus,3
2020,New South Wales,Darling Riverine Plains,forest,forest,PA,Felis catus,1
2020,New South Wales,Darling Riverine Plains,non-forest,forest,PA,Felis catus,1
